corrupt_mixes,threshold,n_hops,mean_entropy,median_entropy,q25_entropy,simulation_time,std_mean,std_median,std_q25,raw_means,raw_medians,raw_q25s,raw_times
10,60,4,9.726270566820004,10.11682307233959,9.839689425105611,21.854710471630096,0.5346890048548109,0.1799353123056756,0.23717678563900269,"[np.float64(10.104109368945004), np.float64(10.183516488096982), np.float64(10.26083484731353), np.float64(9.156519376997151), np.float64(10.180120625125404), np.float64(9.146801066624377), np.float64(10.18778349755339), np.float64(10.130681686158555), np.float64(10.145605388497918), np.float64(8.959186514121496), np.float64(8.958967144698798), np.float64(9.14085428728846), np.float64(9.060696289272771), np.float64(10.045580717040707), np.float64(9.128785545448276), np.float64(10.07914895633826), np.float64(10.236847156401513), np.float64(9.20182601947112), np.float64(10.087529648258883), np.float64(10.130016712747484)]","[np.float64(10.3389388533857), np.float64(10.218829246423011), np.float64(10.293082034625952), np.float64(10.138815947892779), np.float64(10.182578355772431), np.float64(9.974994390077784), np.float64(10.26182745051948), np.float64(10.198598076924386), np.float64(10.151132258986749), np.float64(9.682351670278758), np.float64(9.716673952285761), np.float64(10.072418087229327), np.float64(9.90868391477383), np.float64(10.05491699315979), np.float64(10.065458327532811), np.float64(10.144494873066073), np.float64(10.288559042804776), np.float64(10.199311062179326), np.float64(10.294964499772716), np.float64(10.149832409100384)]","[np.float64(9.753130621461196), np.float64(9.975004207174047), np.float64(10.090347695927266), np.float64(9.765947875689342), np.float64(10.087870189742018), np.float64(9.638839110014239), np.float64(10.087573951325263), np.float64(10.05688561041222), np.float64(10.04206659543528), np.float64(9.384067176764244), np.float64(9.4485418626383), np.float64(9.642237932235155), np.float64(9.524607201713648), np.float64(9.98734494556588), np.float64(9.527765242522037), np.float64(10.049237923892317), np.float64(9.895708283299328), np.float64(9.825312801795267), np.float64(10.04392553356986), np.float64(9.967373740935333)]","[22.385664701461792, 22.114470958709717, 21.966966152191162, 21.79766035079956, 22.090445518493652, 22.185724020004272, 21.78477931022644, 22.52785849571228, 22.13766312599182, 22.14180850982666, 21.28378915786743, 20.86570382118225, 21.386913299560547, 21.8828067779541, 22.076486349105835, 21.50439143180847, 21.193732500076294, 21.520256519317627, 22.255895853042603, 21.99119257926941]"
10,60,5,10.351281068079905,10.628043622953713,10.379093875547124,23.669901537895203,0.5280379349769674,0.11758736850001614,0.16186903742957082,"[np.float64(10.750593515628212), np.float64(10.665000648248096), np.float64(10.612877717745048), np.float64(10.74650068435485), np.float64(10.44374751585144), np.float64(10.476635385220039), np.float64(8.737469712425549), np.float64(10.700105812400041), np.float64(10.611593583472889), np.float64(10.42831628460586), np.float64(10.57187316496952), np.float64(10.611625434089135), np.float64(9.696785337843124), np.float64(10.549686260429212), np.float64(10.76042048151669), np.float64(10.431097669073068), np.float64(10.426837487556766), np.float64(10.618329988358692), np.float64(9.536588671808417), np.float64(9.649536006001446)]","[np.float64(10.752334760135833), np.float64(10.727320520496002), np.float64(10.6947855074285), np.float64(10.757821435357762), np.float64(10.498167794864573), np.float64(10.483973834032986), np.float64(10.469853494255695), np.float64(10.716181591228217), np.float64(10.645809618827256), np.float64(10.553657837084952), np.float64(10.65878196797829), np.float64(10.514569596313235), np.float64(10.638200575621564), np.float64(10.790685142440546), np.float64(10.803591956360707), np.float64(10.466177095094434), np.float64(10.557714027337951), np.float64(10.745011597005504), np.float64(10.474576933976305), np.float64(10.61165717323397)]","[np.float64(10.649168187729282), np.float64(10.452869159998361), np.float64(10.411606970686993), np.float64(10.643383838882635), np.float64(10.236850888036797), np.float64(10.40330673073254), np.float64(10.174735748598442), np.float64(10.539663495135569), np.float64(10.430265430990652), np.float64(10.161727220204375), np.float64(10.342501368531627), np.float64(10.341904763453652), np.float64(10.432040302974475), np.float64(10.380765675893532), np.float64(10.63403258967681), np.float64(10.101731591038728), np.float64(10.239960832824222), np.float64(10.271047110569636), np.float64(10.241576857066415), np.float64(10.492738747917752)]","[23.114192962646484, 23.611340522766113, 25.42916250228882, 22.635560274124146, 24.059343099594116, 23.84289526939392, 23.872531175613403, 22.646469354629517, 24.112824201583862, 24.04276156425476, 22.487521409988403, 24.39810538291931, 22.42989754676819, 24.044169664382935, 24.438993215560913, 23.172393560409546, 22.580575227737427, 25.113991260528564, 22.626717805862427, 24.738584756851196]"
10,60,6,10.752337483482068,10.914936054592928,10.652784657331122,25.79775599241257,0.33907096728956504,0.12740796157207301,0.13777466466538515,"[np.float64(9.90575116561101), np.float64(10.916604170310192), np.float64(10.808949535633538), np.float64(10.754754983059492), np.float64(9.984065575261015), np.float64(10.814182980119542), np.float64(10.904675431491972), np.float64(10.810337272096517), np.float64(10.902245775312936), np.float64(10.792965536860617), np.float64(10.072632299828364), np.float64(10.885429292228684), np.float64(10.97414642844994), np.float64(10.874913839202646), np.float64(10.925247886864678), np.float64(10.809851519347573), np.float64(10.891923205448826), np.float64(11.048990647888344), np.float64(10.97264249956463), np.float64(10.99643962506083)]","[np.float64(10.784170897904767), np.float64(10.960065668396856), np.float64(10.723241079413487), np.float64(10.798904739049812), np.float64(10.858216551880004), np.float64(10.814569277147175), np.float64(11.120213363188888), np.float64(10.791910660633269), np.float64(10.853482021929176), np.float64(10.759588588968976), np.float64(11.088065710401803), np.float64(10.940505257710136), np.float64(10.955816118576855), np.float64(10.895798553964301), np.float64(10.883781230040018), np.float64(11.01891162195452), np.float64(10.880884347177616), np.float64(11.178429005426597), np.float64(10.917349148349178), np.float64(11.07481724974513)]","[np.float64(10.617358358113442), np.float64(10.75114519649146), np.float64(10.510895708927322), np.float64(10.519915095582776), np.float64(10.703424379660722), np.float64(10.568800827202292), np.float64(10.578348423075617), np.float64(10.542340446672544), np.float64(10.641804436232768), np.float64(10.66055849234928), np.float64(10.90358163549444), np.float64(10.585510051179755), np.float64(10.769279291916334), np.float64(10.54497046581616), np.float64(10.733552796222028), np.float64(10.320234893568639), np.float64(10.69339268732187), np.float64(10.857774527909548), np.float64(10.761639389189884), np.float64(10.79116604369555)]","[24.07460856437683, 26.62629222869873, 24.494299173355103, 26.947471857070923, 24.691102027893066, 26.9579074382782, 24.76688551902771, 24.516149282455444, 27.904829502105713, 25.88757848739624, 26.739403247833252, 25.108562231063843, 26.359288692474365, 27.718065977096558, 25.15027904510498, 27.015815019607544, 24.446157455444336, 24.487109184265137, 27.566174507141113, 24.497140407562256]"
10,65,4,10.067195103661895,10.269454535578184,9.99437118290908,21.751286792755128,0.38307982336568736,0.11489345616099307,0.16565981199183957,"[np.float64(10.247186359459489), np.float64(9.25649467614472), np.float64(10.123252405666847), np.float64(10.270624801957986), np.float64(10.318125387052246), np.float64(10.435527715673196), np.float64(10.30545048005211), np.float64(10.129802993763326), np.float64(10.197186621315131), np.float64(10.342110734382196), np.float64(10.207759378868047), np.float64(10.094813540087051), np.float64(10.273829845478513), np.float64(9.128387220547575), np.float64(10.217059049428359), np.float64(10.066044769283964), np.float64(10.109978712067761), np.float64(10.10759701093251), np.float64(9.237428751293892), np.float64(10.27524161978299)]","[np.float64(10.3075972769217), np.float64(10.215994851104071), np.float64(10.247800512842526), np.float64(10.352909164954935), np.float64(10.447899258977909), np.float64(10.350885364145231), np.float64(10.266811716604007), np.float64(10.310033377402661), np.float64(10.127720747581554), np.float64(10.466444555225083), np.float64(10.297864815357391), np.float64(10.192774535201268), np.float64(10.344912828304112), np.float64(9.969529413233174), np.float64(10.242048451674787), np.float64(10.1878844249792), np.float64(10.299376019148792), np.float64(10.322075596312523), np.float64(10.11534245577285), np.float64(10.323185345819914)]","[np.float64(10.206781039959388), np.float64(9.857903141607974), np.float64(10.00938162953436), np.float64(10.179040933246831), np.float64(10.028429922832768), np.float64(10.299764439523488), np.float64(10.192437597244489), np.float64(9.865667359223714), np.float64(9.803340831663297), np.float64(10.132352858439802), np.float64(10.02861868674485), np.float64(9.946461714677623), np.float64(10.135942025387308), np.float64(9.780078334616789), np.float64(10.056317150272823), np.float64(9.765796874044806), np.float64(9.988588095760079), np.float64(9.70167796809504), np.float64(9.91449116969245), np.float64(9.99435188561375)]","[20.83987808227539, 23.918418645858765, 21.169185638427734, 20.869287252426147, 20.789150953292847, 24.24342632293701, 20.621249198913574, 20.88647961616516, 24.5150945186615, 20.68712306022644, 20.83594560623169, 20.549981832504272, 24.817628383636475, 20.81606364250183, 20.800451278686523, 20.92800283432007, 25.143203258514404, 20.806877374649048, 20.823825120925903, 20.964463233947754]"
10,65,5,10.379740711485645,10.738060360822322,10.421838419709491,24.106244480609895,0.5513007119688708,0.1475130429025821,0.2604627368563562,"[np.float64(10.59645155533046), np.float64(10.569742838500796), np.float64(10.767946143121355), np.float64(9.661185619500152), np.float64(10.587805562059676), np.float64(10.412617679615733), np.float64(10.682768963043602), np.float64(10.822147489270456), np.float64(10.328701744085887), np.float64(10.726290651259061), np.float64(10.546710408490863), np.float64(10.732200172108376), np.float64(10.756909712712416), np.float64(9.657574557735726), np.float64(8.807769205029562), np.float64(10.92914698161803), np.float64(9.929446653229206), np.float64(9.644527079714722), np.float64(10.787421401261385), np.float64(10.647449812025426)]","[np.float64(10.746959015342819), np.float64(10.700379162781514), np.float64(10.8599655119581), np.float64(10.738413250429367), np.float64(10.722018059096131), np.float64(10.582269098712942), np.float64(10.66616860861693), np.float64(10.884536602362825), np.float64(10.248828022075342), np.float64(10.792193904402938), np.float64(10.664997637097901), np.float64(10.743302934195711), np.float64(10.80585552684225), np.float64(10.642257123709483), np.float64(10.757842142399861), np.float64(10.902719616342397), np.float64(10.94509214482298), np.float64(10.736289669539016), np.float64(10.853159176715996), np.float64(10.767960009001957)]","[np.float64(10.147388585777755), np.float64(10.200865751123882), np.float64(10.709820356125675), np.float64(10.203798398445453), np.float64(10.478849200839221), np.float64(10.101089699747247), np.float64(10.520169858397983), np.float64(10.736928792704916), np.float64(10.15450237942324), np.float64(10.486843664796778), np.float64(10.10287210321437), np.float64(10.589340274443012), np.float64(10.698741310572064), np.float64(10.018700268256215), np.float64(10.489070509656504), np.float64(10.81380004024148), np.float64(10.690048618082269), np.float64(10.170739817884527), np.float64(10.7071577974021), np.float64(10.416040967055132)]","[26.321448802947998, 23.031721591949463, 22.560646295547485, 22.4224374294281, 26.528197288513184, 22.772563934326172, 22.700529098510742, 22.90567708015442, 27.28251886367798, 23.369279146194458, 23.5005943775177, 23.86872386932373, 22.892613410949707, 27.099242448806763, 22.85630750656128, 23.03589129447937, 23.07555055618286, 28.542949676513672, 24.204352140426636, 23.153644800186157]"
10,65,6,10.917329667185463,11.021199586840037,10.70918990816639,25.856995570659638,0.25529388374293144,0.16128315180553737,0.17851735083089884,"[np.float64(10.863944513509432), np.float64(10.90197662063158), np.float64(10.859233597766705), np.float64(11.134360117336968), np.float64(10.947684426530712), np.float64(11.1525893501278), np.float64(10.977026887827417), np.float64(10.800897175184415), np.float64(10.6819854583837), np.float64(11.005102498750567), np.float64(11.064119603407624), np.float64(10.835832409712351), np.float64(10.949040800002411), np.float64(11.022185590648938), np.float64(10.98769489997501), np.float64(9.95433815280615), np.float64(11.057231068453122), np.float64(11.070677659300811), np.float64(11.075256965710361), np.float64(11.005415547643196)]","[np.float64(10.98429275508833), np.float64(11.104623238062542), np.float64(10.88243413265195), np.float64(11.230165635540526), np.float64(10.942507182505874), np.float64(11.284221130072638), np.float64(10.943909609551136), np.float64(10.77948809575659), np.float64(10.623770403330463), np.float64(11.047970383022891), np.float64(11.057899106526003), np.float64(10.953064100843616), np.float64(11.005728060232615), np.float64(10.97945906224661), np.float64(11.069798798224143), np.float64(10.988548710503673), np.float64(11.097812738832763), np.float64(11.247552060153522), np.float64(11.247869130472894), np.float64(10.952877403181963)]","[np.float64(10.351717465579242), np.float64(10.599611234022372), np.float64(10.535835412108906), np.float64(10.886466680517419), np.float64(10.746988860220632), np.float64(10.881026878086542), np.float64(10.843292092411533), np.float64(10.612229416300272), np.float64(10.37544683779603), np.float64(10.88882860898413), np.float64(10.918126216959536), np.float64(10.518132822733502), np.float64(10.795403149823642), np.float64(10.746092013000524), np.float64(10.567002817999155), np.float64(10.695813026058573), np.float64(11.000945538182204), np.float64(10.795581787690955), np.float64(10.700896283060974), np.float64(10.724361021791676)]","[24.643049955368042, 24.432239055633545, 29.881092071533203, 24.546469926834106, 25.055070877075195, 24.83513379096985, 30.303147315979004, 25.4916889667511, 25.52662229537964, 24.643314123153687, 24.652918100357056, 30.027497053146362, 24.747788429260254, 26.362956285476685, 24.676151752471924, 24.28910183906555, 29.53018808364868, 24.54968571662903, 24.45040488243103, 24.49539089202881]"
10,70,4,9.875083494289726,10.311333414604825,9.768262527469101,23.061940681934356,0.6736332085070794,0.10098322478817237,1.1632723976455572,"[np.float64(9.483136444108528), np.float64(10.065059547106362), np.float64(10.284361123434648), np.float64(10.226837989287127), np.float64(10.154617701104186), np.float64(10.16488795390389), np.float64(9.52538962625728), np.float64(10.225131167897153), np.float64(7.477664638018433), np.float64(9.339073623765934), np.float64(10.230851286899748), np.float64(10.183409759981988), np.float64(9.335556843511727), np.float64(9.320202616685973), np.float64(10.07127372577496), np.float64(10.336196388652729), np.float64(10.306043976672717), np.float64(10.216620727616116), np.float64(10.297157877316899), np.float64(10.258196867798118)]","[np.float64(10.418436747542538), np.float64(10.105144321354485), np.float64(10.37659341324152), np.float64(10.343891134359515), np.float64(10.262829867124877), np.float64(10.275474872355144), np.float64(10.417107102518068), np.float64(10.414686476944102), np.float64(10.164717719707363), np.float64(10.23920514199029), np.float64(10.37937509522274), np.float64(10.231948804072092), np.float64(10.311054794612586), np.float64(10.369383889690614), np.float64(10.129279397780717), np.float64(10.435392233385166), np.float64(10.447057914488958), np.float64(10.311493194014991), np.float64(10.280002528031638), np.float64(10.3135936436591)]","[np.float64(10.220724121859448), np.float64(9.636111728794694), np.float64(10.083352256945474), np.float64(10.106621741928802), np.float64(10.014400443064499), np.float64(10.026402310433943), np.float64(10.19467743247119), np.float64(10.127075656522639), np.float64(4.875099873794484), np.float64(9.894714607693068), np.float64(10.121823551821759), np.float64(10.077731090089799), np.float64(9.962089561939107), np.float64(9.717392547729776), np.float64(9.718198879983305), np.float64(10.16487769267152), np.float64(10.114513472427088), np.float64(10.087132901505946), np.float64(10.093724388130111), np.float64(10.128586289575383)]","[21.501200675964355, 26.64670991897583, 21.09103012084961, 20.982287168502808, 20.872231245040894, 21.31777024269104, 20.83504843711853, 26.477595329284668, 20.43111228942871, 20.54915428161621, 20.662193298339844, 20.642449140548706, 21.223384857177734, 29.736868381500244, 24.490440130233765, 24.36299777030945, 22.410170078277588, 22.76517105102539, 29.92387080192566, 24.3171284198761]"
10,70,5,10.373291839446146,10.752597599866606,10.49084497637398,27.286660313606262,0.586265465837501,0.10625355482249343,0.17660626068542873,"[np.float64(10.650918456029265), np.float64(10.889295105046797), np.float64(10.892138139579243), np.float64(8.748746713988707), np.float64(10.815693796514976), np.float64(9.707379465648463), np.float64(9.650144403488314), np.float64(10.784578792877014), np.float64(9.7137654533643), np.float64(10.791972379086134), np.float64(10.640882377489573), np.float64(10.668898752293115), np.float64(10.575973635559746), np.float64(10.627311719014015), np.float64(10.694117016860575), np.float64(9.990524763936826), np.float64(10.753156542520564), np.float64(10.664747745742206), np.float64(9.629714110964317), np.float64(10.575877418918767)]","[np.float64(10.677098226018865), np.float64(10.892015495412325), np.float64(10.885881576316741), np.float64(10.615951732840456), np.float64(10.916885118722774), np.float64(10.631693798273592), np.float64(10.574837901211916), np.float64(10.667776824910415), np.float64(10.70969209157006), np.float64(10.870657555474983), np.float64(10.800846561927207), np.float64(10.841651659622608), np.float64(10.695098399597404), np.float64(10.71130515841863), np.float64(10.721089943308227), np.float64(10.927519089199462), np.float64(10.752523879090937), np.float64(10.786464348436132), np.float64(10.685400386645824), np.float64(10.687562250333551)]","[np.float64(10.442678494376187), np.float64(10.736687136926022), np.float64(10.741825038621784), np.float64(10.413920228220038), np.float64(10.715017671961043), np.float64(10.353807299576385), np.float64(10.29924312100615), np.float64(10.554179505007742), np.float64(10.405251738137103), np.float64(10.657659712783332), np.float64(10.59550325128982), np.float64(10.338822082774701), np.float64(10.518351746397347), np.float64(10.190756203419106), np.float64(10.483035153703867), np.float64(10.765632310719873), np.float64(10.577978875621898), np.float64(10.263298903629522), np.float64(10.2544255564984), np.float64(10.508825496809276)]","[25.786264896392822, 25.08239197731018, 25.830591917037964, 29.25619888305664, 29.86680579185486, 25.653218269348145, 27.425042629241943, 24.55703592300415, 25.080808401107788, 25.053489685058594, 31.826327085494995, 26.600748777389526, 27.115339040756226, 27.303500175476074, 26.318240880966187, 34.208977460861206, 26.72099757194519, 25.88440251350403, 27.974863052368164, 28.18796133995056]"
10,70,6,10.845570714076125,11.047855961004599,10.707524302393672,25.715835392475128,0.3720419678427244,0.16200234034747513,0.13947130443055555,"[np.float64(10.906500841251928), np.float64(10.970053715054425), np.float64(10.023333821851388), np.float64(10.864772143553736), np.float64(11.173824394813275), np.float64(11.089141549118251), np.float64(11.003898178032138), np.float64(11.100823659118767), np.float64(11.058925796432446), np.float64(10.850578779083099), np.float64(10.945917754391076), np.float64(9.937633658854669), np.float64(10.997581985256442), np.float64(11.041643870103838), np.float64(11.061325193979497), np.float64(10.908845479580831), np.float64(11.085618163871688), np.float64(10.981102988497643), np.float64(10.844627012590047), np.float64(10.06526529608731)]","[np.float64(11.075805887533082), np.float64(11.081208288421582), np.float64(11.127124245989314), np.float64(11.095180875088905), np.float64(11.213959826744908), np.float64(11.131382234975858), np.float64(11.002723715635195), np.float64(11.258346253857432), np.float64(11.062619468731356), np.float64(10.679261381714323), np.float64(10.769069726171232), np.float64(10.835072683654628), np.float64(11.192560138143527), np.float64(11.043760456654532), np.float64(10.992289540830399), np.float64(10.922794823999254), np.float64(11.323961393287982), np.float64(11.021708530668116), np.float64(10.939420073255613), np.float64(11.18886967473475)]","[np.float64(10.65690593846433), np.float64(10.638949332033068), np.float64(10.59758617169055), np.float64(10.488506500574836), np.float64(11.030155997547235), np.float64(10.95061010630846), np.float64(10.833671441279463), np.float64(10.725593524655519), np.float64(10.832591706704513), np.float64(10.64656084877836), np.float64(10.709267651589194), np.float64(10.684786088272677), np.float64(10.702058874940084), np.float64(10.785869999990426), np.float64(10.851480242269382), np.float64(10.636113908762947), np.float64(10.50740131780027), np.float64(10.705986987498466), np.float64(10.58047547012935), np.float64(10.585913938584326)]","[28.71676540374756, 26.35533618927002, 35.16884803771973, 24.343607425689697, 24.13909387588501, 23.90508460998535, 24.263393878936768, 23.82725191116333, 31.17265272140503, 24.364346742630005, 24.072935104370117, 24.07684874534607, 23.5076162815094, 24.192498922348022, 24.613503217697144, 31.583698987960815, 24.152446031570435, 23.722323656082153, 23.967694997787476, 24.170761108398438]"
15,60,4,9.886546948422687,9.918642182838886,9.76543809060758,22.23452491760254,0.22646980754369983,0.1079576476129873,0.1066866519095085,"[np.float64(9.999496848561106), np.float64(9.923889074993555), np.float64(9.863356154762554), np.float64(9.958073551926041), np.float64(10.062728950687678), np.float64(9.977205457716762), np.float64(8.956242999777878), np.float64(9.985544617378308), np.float64(9.852566419634444), np.float64(9.96491280510535), np.float64(9.917838264840235), np.float64(9.950140321663888), np.float64(9.871656675019933), np.float64(9.840262089813244), np.float64(9.885670999200155), np.float64(9.991006804038628), np.float64(9.932416750631633), np.float64(9.996130670156383), np.float64(9.89693374603519), np.float64(9.904865766510781)]","[np.float64(10.068983222169805), np.float64(9.86707330379719), np.float64(9.889311240899124), np.float64(10.05635824382767), np.float64(10.067858121962928), np.float64(9.969909724249405), np.float64(9.819498749376077), np.float64(9.907528041344678), np.float64(9.790401376460034), np.float64(9.980996692651816), np.float64(9.87502181103293), np.float64(9.946575418375755), np.float64(9.698968296341707), np.float64(9.805820214154291), np.float64(9.81821435047517), np.float64(10.131403738075102), np.float64(9.934151533177294), np.float64(9.94709173027784), np.float64(9.886228719610708), np.float64(9.911449128518194)]","[np.float64(9.850633127478842), np.float64(9.724793797615611), np.float64(9.69668758941901), np.float64(9.596710374934716), np.float64(9.894281849537698), np.float64(9.92092806855229), np.float64(9.57577423386206), np.float64(9.802554780075814), np.float64(9.634162233946688), np.float64(9.88048231230351), np.float64(9.816899555689657), np.float64(9.818584033393472), np.float64(9.625014864931641), np.float64(9.720528872818244), np.float64(9.679702590553223), np.float64(9.803520744838618), np.float64(9.864279738503525), np.float64(9.90374934651949), np.float64(9.75853106829353), np.float64(9.740942628883957)]","[21.70228672027588, 21.538460969924927, 29.051891803741455, 21.280200004577637, 21.283745288848877, 20.825310707092285, 20.391014337539673, 21.05759358406067, 21.982236862182617, 28.715225219726562, 21.16737651824951, 20.638792991638184, 20.50337243080139, 20.840807676315308, 21.20777988433838, 20.458547353744507, 20.908157110214233, 28.351593494415283, 21.157161951065063, 21.62894344329834]"
